n,filename,size,source_doi,description
116,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2001.02.01..2001.02.28_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
117,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2002.02.01..2002.02.28_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
118,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2003.02.01..2003.02.28_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
119,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2004.02.01..2004.02.28_mood_v1.0.tif,54.9 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
120,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2005.02.01..2005.02.28_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
121,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2006.02.01..2006.02.28_mood_v1.0.tif,54.8 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
122,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2007.02.01..2007.02.28_mood_v1.0.tif,54.8 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
123,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2008.02.01..2008.02.28_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
124,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2009.02.01..2009.02.28_mood_v1.0.tif,54.8 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
125,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2010.02.01..2010.02.28_mood_v1.0.tif,54.8 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
126,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2011.02.01..2011.02.28_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
127,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2012.02.01..2012.02.28_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
128,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2013.02.01..2013.02.28_mood_v1.0.tif,54.9 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
129,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2014.02.01..2014.02.28_mood_v1.0.tif,54.9 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
130,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2015.02.01..2015.02.28_mood_v1.0.tif,54.9 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
131,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2016.02.01..2016.02.28_mood_v1.0.tif,55.2 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
132,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2017.02.01..2017.02.28_mood_v1.0.tif,54.8 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
133,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2018.02.01..2018.02.28_mood_v1.0.tif,54.8 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
134,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2019.02.01..2019.02.28_mood_v1.0.tif,55.2 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
135,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2020.02.01..2020.02.28_mood_v1.0.tif,55.2 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
136,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2021.02.01..2021.02.28_mood_v1.0.tif,55.2 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
137,https://s3.eu-central-1.wasabisys.com/mood/N02/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2022.02.01..2022.02.28_mood_v1.0.tif,55.2 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for February maximum value (P90)
138,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2000.08.01..2000.08.31_mood_v1.0.tif,54.3 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
139,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2001.08.01..2001.08.31_mood_v1.0.tif,54.3 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
140,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2002.08.01..2002.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
141,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2003.08.01..2003.08.31_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
142,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2004.08.01..2004.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
143,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2005.08.01..2005.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
144,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2006.08.01..2006.08.31_mood_v1.0.tif,54.4 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
145,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2007.08.01..2007.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
146,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2008.08.01..2008.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
147,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2009.08.01..2009.08.31_mood_v1.0.tif,54.4 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
148,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2010.08.01..2010.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
149,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2011.08.01..2011.08.31_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
150,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2012.08.01..2012.08.31_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
151,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2013.08.01..2013.08.31_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
152,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2014.08.01..2014.08.31_mood_v1.0.tif,54.4 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
153,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2015.08.01..2015.08.31_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
154,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2016.08.01..2016.08.31_mood_v1.0.tif,54.7 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
155,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2017.08.01..2017.08.31_mood_v1.0.tif,54.4 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
156,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2018.08.01..2018.08.31_mood_v1.0.tif,54.6 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
157,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2019.08.01..2019.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
158,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2020.08.01..2020.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
159,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2021.08.01..2021.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
160,https://s3.eu-central-1.wasabisys.com/mood/N08/veg_ndvi_avhrr.md13a3.harm_max_1km_s0..0cm_2022.08.01..2022.08.31_mood_v1.0.tif,54.5 Mb,https://doi.org/10.5281/zenodo.4305974,NDVI for August maximum value (P90)
161,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2000..2000_mood_v0.1.tif,5.7 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
162,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2001..2001_mood_v0.1.tif,5.6 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
163,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2002..2002_mood_v0.1.tif,5.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
164,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2003..2003_mood_v0.1.tif,5.8 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
165,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2004..2004_mood_v0.1.tif,5.8 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
166,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2005..2005_mood_v0.1.tif,5.9 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
167,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2006..2006_mood_v0.1.tif,5.7 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
168,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2007..2007_mood_v0.1.tif,6.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
169,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2008..2008_mood_v0.1.tif,6.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
170,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2009..2009_mood_v0.1.tif,5.9 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
171,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2010..2010_mood_v0.1.tif,6.9 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
172,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2011..2011_mood_v0.1.tif,6.7 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
173,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2012..2012_mood_v0.1.tif,6.8 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
174,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.caldmsp_m_1km_s0..0cm_2013..2013_mood_v0.1.tif,6.5 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
175,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2014..2014_mood_v0.1.tif,6.3 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
176,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2015..2015_mood_v0.1.tif,6.8 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
177,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2016..2016_mood_v0.1.tif,6.4 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
178,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2017..2017_mood_v0.1.tif,7 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
179,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2018..2018_mood_v0.1.tif,7.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
180,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2019..2019_mood_v0.1.tif,7.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
181,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2020..2020_mood_v0.1.tif,7.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
182,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2021..2021_mood_v0.1.tif,7.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
183,https://s3.eu-central-1.wasabisys.com/mood/NLT/adm_nightlight.dn_ntl.simviirs_m_1km_s0..0cm_2022..2022_mood_v0.1.tif,7.2 Mb,https://doi.org/10.3390/rs9060637,Harmonized annual Night Light intensity
184,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2000_mood_v4.tif,45.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v4"
185,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2001_mood_v4.tif,44.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v5"
186,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2002_mood_v4.tif,43.6 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v6"
187,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2003_mood_v4.tif,43.8 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v7"
188,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2004_mood_v4.tif,44.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v8"
189,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2005_mood_v4.tif,45.1 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v9"
190,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2006_mood_v4.tif,44.1 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v10"
191,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2007_mood_v4.tif,43.8 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v11"
192,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2008_mood_v4.tif,43.7 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v12"
193,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2009_mood_v4.tif,44.3 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v13"
194,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2010_mood_v4.tif,45.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v14"
195,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2011_mood_v4.tif,44.3 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v15"
196,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2012_mood_v4.tif,43.9 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v16"
197,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2013_mood_v4.tif,43.8 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v17"
198,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2014_mood_v4.tif,44.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v18"
199,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2015_mood_v4.tif,45.1 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v19"
200,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2016_mood_v4.tif,44.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v20"
201,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2017_mood_v4.tif,43.7 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v21"
202,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2018_mood_v4.tif,43.8 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v22"
203,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2019_mood_v4.tif,44.3 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v23"
204,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2020_mood_v4.tif,45.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v24"
205,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2021_mood_v4.tif,45.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v25"
206,https://s3.eu-central-1.wasabisys.com/mood/PPD/adm_population.density_gpw_m_1km_s0..0cm_2022_mood_v4.tif,45.2 Mb,https://doi.org/10.7927/H49C6VHW,"Gridded Population of the World (GPW), v26"
207,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2000_mood_v2.1.tif,48.7 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
208,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2001_mood_v2.1.tif,48.7 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
209,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2002_mood_v2.1.tif,49.8 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
210,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2003_mood_v2.1.tif,49.9 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
211,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2004_mood_v2.1.tif,49.6 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
212,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2005_mood_v2.1.tif,49.6 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
213,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2006_mood_v2.1.tif,49.5 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
214,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2007_mood_v2.1.tif,48.7 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
215,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2008_mood_v2.1.tif,48.8 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
216,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2009_mood_v2.1.tif,48.9 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
217,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2010_mood_v2.1.tif,49.3 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
218,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2011_mood_v2.1.tif,49.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
219,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2012_mood_v2.1.tif,49.8 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
220,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2013_mood_v2.1.tif,50.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
221,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2014_mood_v2.1.tif,49.6 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
222,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2015_mood_v2.1.tif,51.9 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
223,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2016_mood_v2.1.tif,51 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
224,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2017_mood_v2.1.tif,49.2 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
225,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2018_mood_v2.1.tif,50.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
226,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2019_mood_v2.1.tif,50.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
227,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2020_mood_v2.1.tif,50.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
228,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2021_mood_v2.1.tif,50.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
229,https://s3.eu-central-1.wasabisys.com/mood/PRE/clm_precipitation_chelsea.annual_sum_1km_s0..0cm_2022_mood_v2.1.tif,50.4 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Climate time-series annual precipitation sum
